fold,batch,frac,seed,method,acc,subject
3,5,0.0,2,standard,84.44444444444446,S01
3,5,0.0,2,reject,85.55555555555556,S01
3,5,0.0,2,winsorize,65.55555555555556,S01
3,5,0.0,3,standard,84.44444444444446,S01
3,5,0.0,3,reject,85.55555555555556,S01
3,5,0.0,3,winsorize,65.55555555555556,S01
3,5,0.05,0,standard,83.33333333333334,S01
3,5,0.05,0,reject,85.00000000000001,S01
3,5,0.05,0,winsorize,62.77777777777778,S01
3,5,0.05,1,standard,83.8888888888889,S01
3,5,0.05,1,reject,85.55555555555556,S01
3,5,0.05,1,winsorize,63.33333333333333,S01
3,5,0.05,2,standard,83.8888888888889,S01
3,5,0.05,2,reject,85.55555555555556,S01
3,5,0.05,2,winsorize,57.22222222222223,S01
3,5,0.05,3,standard,81.66666666666667,S01
3,5,0.05,3,reject,85.55555555555556,S01
3,5,0.05,3,winsorize,56.111111111111114,S01
3,5,0.1,0,standard,81.11111111111113,S01
3,5,0.1,0,reject,85.00000000000001,S01
3,5,0.1,0,winsorize,52.77777777777778,S01
3,5,0.1,1,standard,80.55555555555556,S01
3,5,0.1,1,reject,85.00000000000001,S01
3,5,0.1,1,winsorize,51.11111111111111,S01
3,5,0.1,2,standard,80.0,S01
3,5,0.1,2,reject,85.00000000000001,S01
3,5,0.1,2,winsorize,39.44444444444445,S01
3,5,0.1,3,standard,81.11111111111113,S01
3,5,0.1,3,reject,85.00000000000001,S01
3,5,0.1,3,winsorize,47.77777777777777,S01
3,5,0.2,0,standard,79.44444444444446,S01
3,5,0.2,0,reject,84.44444444444444,S01
3,5,0.2,0,winsorize,32.77777777777778,S01
